tick;time_seconds;evacuated_count0;evacuated_count1;evacuated_count2;evacuated_count3;evacuated_count4;evacuated_count5;evacuated_count6;evacuated_count7;evacuated_count8;evacuated_count9;evacuated_count10;evacuated_count11;evacuated_count12;evacuated_count13;evacuated_count14;evacuated_count15;evacuated_count16;evacuated_count17;evacuated_count18;evacuated_count19;evacuated_count20;evacuated_count21;evacuated_count22;evacuated_count23;evacuated_count24;evacuated_count25;evacuated_count26;evacuated_count27;evacuated_count28;evacuated_count29;evacuated_count30;evacuated_count31;evacuated_count32;evacuated_count33;evacuated_count34;evacuated_count35;evacuated_count36;evacuated_count37;evacuated_count38;evacuated_count39;evacuated_count40;average;std
2933;1466,5;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;9,0;10,0;9,0;11,0;12,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;14,0;9,0;4,0;8,0;9,560975609756097;2,674404
2934;1467,0;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;10,0;10,0;9,0;11,0;12,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;14,0;9,0;4,0;8,0;9,585365853658537;2,67372
2935;1467,5;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;10,0;10,0;9,0;11,0;12,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;14,0;9,0;4,0;8,0;9,585365853658537;2,67372
2936;1468,0;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;10,0;10,0;9,0;11,0;12,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;14,0;9,0;4,0;8,0;9,585365853658537;2,67372
2937;1468,5;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;10,0;10,0;9,0;11,0;12,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,609756097560975;2,719173
2938;1469,0;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;10,0;10,0;9,0;11,0;12,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,609756097560975;2,719173
2939;1469,5;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;10,0;10,0;9,0;11,0;12,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,609756097560975;2,719173
2940;1470,0;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;10,0;10,0;9,0;11,0;12,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,609756097560975;2,719173
2941;1470,5;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;6,0;4,0;9,0;7,0;12,0;11,0;9,0;12,0;10,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,634146341463415;2,745506
2942;1471,0;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;7,0;4,0;9,0;7,0;12,0;11,0;10,0;12,0;10,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;8,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,682926829268293;2,715134
2943;1471,5;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;7,0;4,0;9,0;7,0;12,0;11,0;10,0;12,0;10,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,707317073170731;2,704107
2944;1472,0;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;7,0;4,0;9,0;7,0;12,0;11,0;10,0;12,0;10,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,707317073170731;2,704107
2945;1472,5;6,0;13,0;11,0;8,0;11,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;7,0;4,0;9,0;7,0;12,0;11,0;10,0;12,0;11,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,731707317073171;2,711313
2946;1473,0;6,0;13,0;11,0;8,0;12,0;9,0;8,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;7,0;4,0;9,0;7,0;12,0;11,0;10,0;12,0;11,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,75609756097561;2,727457
2947;1473,5;6,0;13,0;11,0;8,0;13,0;9,0;9,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;8,0;4,0;9,0;7,0;12,0;11,0;10,0;12,0;11,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,829268292682928;2,719397
2948;1474,0;6,0;13,0;11,0;8,0;13,0;9,0;9,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;8,0;4,0;9,0;7,0;12,0;11,0;10,0;12,0;11,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,829268292682928;2,719397
2949;1474,5;6,0;13,0;11,0;8,0;13,0;9,0;9,0;17,0;13,0;9,0;6,0;8,0;7;14,0;8,0;8,0;4,0;9,0;7,0;12,0;11,0;11,0;12,0;11,0;10,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,853658536585366;2,725445
2950;1475,0;6,0;13,0;11,0;8,0;13,0;9,0;9,0;18,0;13,0;9,0;6,0;8,0;7;14,0;8,0;8,0;4,0;9,0;7,0;12,0;11,0;11,0;12,0;11,0;11,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,902439024390244;2,800044
2951;1475,5;6,0;13,0;11,0;8,0;13,0;9,0;9,0;18,0;13,0;9,0;6,0;8,0;7;14,0;8,0;8,0;4,0;9,0;7,0;12,0;11,0;11,0;12,0;11,0;11,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;15,0;9,0;4,0;8,0;9,902439024390244;2,800044
2952;1476,0;6,0;13,0;11,0;8,0;13,0;9,0;9,0;18,0;13,0;10,0;6,0;8,0;7;14,0;8,0;8,0;4,0;9,0;7,0;12,0;11,0;11,0;12,0;11,0;11,0;9,0;11,0;13,0;11,0;11,0;11,0;9,0;11,0;9,0;10,0;8,0;9,0;16,0;9,0;4,0;8,0;9,951219512195122;2,845621
